date,CO2_avg
2020-08-08,413.6752636
2020-08-09,413.5586024
2020-08-10,414.37184
2020-08-11,413.2402955
2020-08-12,412.5037354
2020-08-13,412.5427221
2020-08-14,413.3248291
2020-08-15,412.8775027
2020-08-16,413.0385579
2020-08-17,412.982056
2020-08-18,413.5806195
2020-08-19,413.279437
2020-08-20,413.2961112
2020-08-21,415.44821
2020-08-24,412.6503705
2020-08-25,415.0798652
2020-08-26,415.7560622
2020-08-27,414.5088559
2020-08-28,412.9367306
2020-08-29,412.4984783
2020-08-30,413.7433223
2020-08-31,
2020-09-01,
2020-09-02,416.4270829
2020-09-03,415.8008124
2020-09-04,410.8812566
2020-09-05,
2020-09-06,415.4500549
2020-09-07,412.7674774
2020-09-08,414.6564113
2020-09-09,410.5381574
2020-09-10,411.1913114
2020-09-11,
2020-09-12,411.5897297
2020-09-13,414.4451504
2020-09-14,411.4652204
2020-09-15,
2020-09-16,414.4849083
2020-09-17,414.0568966
2020-09-18,415.388577
2020-09-19,412.9558419
2020-09-20,414.9867895
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,416.5071175
2020-09-25,416.308533
2020-09-26,413.1923944
2020-09-27,
2020-09-28,412.4980326
2020-09-29,416.661841
2020-09-30,416.3600974
2020-10-01,417.130803
2020-10-02,413.1315606
2020-10-03,
2020-10-04,418.1575528
2020-10-05,416.7618996
2020-10-06,420.3271852
2020-10-07,416.711726
2020-10-08,416.3853351
2020-10-09,414.0560797
2020-10-10,419.435944
2020-10-11,415.4380687
2020-10-12,416.7138966
2020-10-13,415.3013981
2020-10-14,419.7327222
2020-10-15,416.8541493
2020-10-16,417.6326693
2020-10-17,419.8393137
2020-10-18,423.8235935
2020-10-19,
2020-10-20,
2020-10-21,416.2257961
2020-10-22,418.9188938
2020-10-23,416.9785152
2020-10-24,415.5524992
2020-10-25,421.8550028
2020-10-26,421.6002747
2020-10-27,423.8095201
2020-10-28,418.7137878
2020-10-29,418.9926804
2020-10-30,420.0534813
2020-10-31,415.8721402
2020-11-01,418.959563
2020-11-02,422.7051088
2020-11-03,419.3494801
2020-11-04,418.7469962
2020-11-05,422.1251398
2020-11-06,419.9002223
2020-11-07,
2020-11-08,419.460383
2020-11-09,419.1793235
2020-11-10,418.0430006
2020-11-11,423.8784117
2020-11-12,
2020-11-13,421.5161772
2020-11-14,
2020-11-15,418.513628
2020-11-16,421.6534288
2020-11-17,418.0409257
2020-11-18,416.4837038
2020-11-19,415.3365074
2020-11-20,421.3012165
2020-11-21,420.0801371
2020-11-22,421.6873748
2020-11-23,419.5478732
2020-11-24,418.0827593
2020-11-25,422.6583875
2020-11-26,423.1529034
2020-11-27,420.1227093
2020-11-28,418.921235
2020-11-29,419.8497109
2020-11-30,421.4159468
2020-12-01,419.2129438
2020-12-02,421.5075399
2020-12-03,422.6725199
2020-12-04,418.6507654
2020-12-05,419.5750184
2020-12-06,419.7373437
2020-12-07,422.6388981
2020-12-08,419.7998401
2020-12-09,421.6193931
2020-12-10,420.8413087
2020-12-11,
2020-12-12,424.2422558
2020-12-13,423.2139023
2020-12-14,421.5256362
2020-12-15,423.4781413
2020-12-16,422.2372561
2020-12-17,421.2313477
2020-12-18,421.5455749
2020-12-19,420.1515228
2020-12-20,421.5577985
2020-12-21,424.2425581
2020-12-22,425.5786243
2020-12-23,420.2066762
2020-12-24,424.3035957
2020-12-25,423.1295251
2020-12-26,423.2159841
2020-12-27,423.6477493
2020-12-28,422.3316495
2020-12-29,423.0447167
2020-12-30,422.5132231
2020-12-31,421.728686
