date,CO2_avg,CH4_avg,N2O_avg,CFC11_avg,CFC12_avg,CFC113_avg,SF6_avg
2020-01-26,420.4672508,2019.254792,335.6434267,227.08867,499.5887091,68.36339333,
2020-01-27,420.8798404,1983.051092,333.5757814,226.380285,498.122685,68.13959,10.4524
2020-01-28,,2027.982249,333.9107134,227.02886,499.0490778,68.21689167,10.4395
2020-01-29,423.0452566,2008.290602,334.1003287,226.5585467,498.408295,68.14344,10.37426667
2020-01-30,428.7648563,2024.230805,334.674398,226.7936,499.6859,67.83765,10.4034
2020-01-31,426.4390969,2024.043963,334.2545039,226.6902385,499.5901105,68.01384,10.3956
2020-02-01,423.0579994,2046.66888,334.6703742,226.969375,499.3202846,67.93393333,10.40374
2020-02-02,424.9162229,2039.868797,334.5552016,227.0022273,499.7130588,68.20526,10.435915
2020-02-03,421.6180638,1988.381571,333.7745141,226.425155,498.76032,68.28888889,10.40195
2020-02-04,421.5670469,1994.471675,333.7936963,226.478095,498.4234526,67.520915,10.4024375
2020-02-05,421.5347607,1985.581932,333.7530062,226.005975,498.055055,67.91097,10.37969474
2020-02-06,,2007.614204,333.5650562,226.4844412,498.709185,67.57844211,10.38642
2020-02-07,422.4901889,2000.312835,333.8013731,226.5234158,498.80291,68.52293571,10.4321
2020-02-08,421.3243854,1997.192286,333.3505888,226.3924125,499.219765,68.27404375,10.40266875
2020-02-09,421.2682688,1971.751398,333.2067667,226.21979,498.462955,67.88374,10.360935
2020-02-10,,2081.201474,336.0319144,225.9941,499.1783,68.31402778,10.388
2020-02-11,428.7883211,2026.381237,334.5580367,226.84962,499.2968316,68.07446,
2020-02-12,,,336.9685049,227.0373,499.63976,67.844115,
2020-02-13,425.4218158,2011.90151,335.0193409,226.8573889,499.242425,68.32448,
2020-02-14,,2086.746698,336.4978547,,499.608375,68.14664667,
2020-02-15,,,338.1700758,,499.3431,67.817175,
2020-02-16,422.8815893,1995.245445,333.263941,226.48842,498.8684278,67.68892222,10.42360769
2020-02-17,422.452694,1990.341194,333.4236865,226.4968333,498.61968,67.857985,10.401805
2020-02-18,422.900364,1990.105198,333.6815088,226.345995,498.657455,68.10802,10.415235
2020-02-19,423.7981467,1991.280966,334.536232,226.462275,498.35271,68.320305,10.43264118
2020-02-20,,,334.1620061,226.5492077,498.2674444,67.602665,10.4616375
2020-02-21,428.2088711,2018.443982,334.9741904,226.0508333,498.7981263,68.23108235,
2020-02-22,421.2249362,2010.2369,335.0803056,226.1093571,498.412075,68.15763846,10.41748
2020-02-23,419.8657001,1962.938027,333.6035459,225.895165,498.10255,67.95722,10.40786875
2020-02-24,420.6775405,1969.138262,333.9231064,226.237745,498.119845,67.85025,10.38061333
2020-02-25,427.2858153,2014.568368,335.149844,226.7331,498.6501867,67.99664,10.42193333
2020-02-26,426.7379687,2014.744551,334.7677695,226.78,498.4112111,68.15047,10.444875
2020-02-27,,2016.503706,334.9827909,,,,10.431275
2020-02-28,,,337.1419302,,,,
2020-02-29,424.2110194,2042.519503,336.1195079,,,,10.4246
2020-03-01,425.9756726,2008.73826,334.6816546,,,,10.4687
2020-03-02,424.6107611,2004.349804,334.4706962,,,,10.42035
2020-03-03,423.5888582,1998.744664,334.9497811,,,,10.43565556
2020-03-04,425.7294691,2014.888062,334.1382624,,,,10.43315
2020-03-05,424.2778851,2002.61056,334.8419977,,,,10.44265714
2020-03-06,422.3202077,1992.552436,334.7951001,,,,10.4841
2020-03-07,,,335.8772885,,,,
2020-03-09,,2032.59331,335.9851424,,,,
2020-03-10,424.6727031,2001.802395,334.4548853,,,,10.434
2020-03-11,423.0618638,1991.766947,,,,,10.40568333
2020-03-12,424.602305,2002.15259,334.133634,224.453,498.57692,68.36562,10.449675
2020-03-13,422.1984717,1981.47381,333.7325253,224.9968632,498.6178,68.711465,10.38792727
2020-03-14,422.9584059,1983.965272,334.4501888,224.4273667,498.6521263,68.19770625,10.42759231
2020-03-15,422.5187857,1986.524608,333.8892825,224.2861071,498.174265,68.34486842,10.42012727
2020-03-16,422.2926982,1993.482145,333.4034994,223.98792,497.295345,68.18298333,10.38595294
2020-03-17,422.9045115,1991.854488,334.4021899,224.1918333,498.103455,68.35700769,10.41658
2020-03-18,424.5832281,2014.051502,335.2937311,225.08518,498.7476308,68.73506667,
2020-03-19,422.6012176,1989.564083,334.3499561,224.1914182,498.3910647,68.3585,10.38024444
2020-03-20,423.3776586,1982.064653,334.0064077,224.4154818,498.3498909,68.09404,10.43602353
2020-03-21,421.6613039,1974.17032,334.0763969,224.705315,498.408895,68.5938,10.47038
2020-03-22,424.1190578,1977.589776,334.1710181,224.4225529,498.47431,68.15446364,10.43535556
2020-03-23,425.2227783,1992.937117,334.6750995,224.5923083,498.3474,68.46263333,10.4918
2020-03-24,,2006.634645,335.7378565,224.9608333,499.143665,68.70853571,
2020-03-25,426.8319924,1996.13521,336.3703166,225.21762,498.52076,68.51204615,
2020-03-26,426.4825964,2024.28823,336.4264781,225.05005,499.260325,68.75268,
2020-03-27,421.4907664,1981.96688,334.6596962,224.2338333,499.1414833,68.34035,10.4233
2020-03-28,422.7739686,1976.051526,334.0855778,224.4928235,498.8209154,68.32492353,10.42189167
2020-03-29,425.1107535,2008.779143,334.9790106,224.4168182,498.80123,68.43222857,10.52123333
2020-03-30,422.7595498,1985.941163,334.3298273,224.5596,498.9417933,68.531775,10.48715
2020-03-31,421.9738518,1979.455362,334.2437679,224.7605636,498.320895,68.5211,10.538
