date,CO2_avg
2015-07-09,
2015-07-10,
2015-07-11,
2015-07-12,412.06
2015-07-13,411.31
2015-07-14,422.53
2015-07-15,
2015-07-16,
2015-07-17,
2015-07-18,400.46
2015-07-19,
2015-07-20,
2015-07-21,399
2015-07-22,
2015-07-23,401.04
2015-07-24,402.47
2015-07-25,400.64
2015-07-26,404.9
2015-07-27,
2015-07-28,404.33
2015-07-29,
2015-07-30,410.91
2015-07-31,406.92
2015-08-01,404.16
2015-08-02,
2015-08-03,401.14
2015-08-04,401.11
2015-08-05,401.22
2015-08-06,402.73
2015-08-07,
2015-08-08,
2015-08-09,399.56
2015-08-10,
2015-08-11,
2015-08-12,
2015-08-13,388.15
2015-08-14,391.49
2015-08-15,
2015-08-16,
2015-08-17,
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,
2015-08-22,396.98
2015-08-23,
2015-08-24,
2015-08-25,
2015-08-26,394.05
2015-08-27,391.11
2015-08-28,391.92
2015-08-29,392.83
2015-08-30,
2015-08-31,
2015-09-01,
2015-09-02,400.98
2015-09-03,398.37
2015-09-04,393.83
2015-09-05,
2015-09-06,398.1
2015-09-07,394.55
2015-09-08,
2015-09-09,397.19
2015-09-10,398.44
2015-09-11,401.78
2015-09-12,392.25
2015-09-13,393.43
2015-09-14,
2015-09-15,394.29
2015-09-16,393.45
2015-09-17,
2015-09-18,
2015-09-19,396.83
2015-09-20,403.86
2015-09-21,
2015-09-22,
2015-09-24,
2015-09-25,
2015-09-26,414.69
2015-09-27,
2015-09-28,
2015-09-29,
2015-09-30,406.67
2015-10-01,406.94
2015-10-02,401.75
2015-10-03,402.14
2015-10-04,
2015-10-05,
2015-10-06,409.61
2015-10-07,
2015-10-08,404.4
2015-10-09,403.09
2015-10-10,402.94
2015-10-11,404.05
2015-10-12,
2015-10-13,401.69
2015-10-14,417.45
2015-10-15,418.79
2015-10-16,411.79
2015-10-17,
2015-10-18,
2015-10-19,
2015-10-20,
2015-10-21,
2015-10-22,
2015-10-23,411.01
2015-10-24,417.36
2015-10-25,417.19
2015-10-26,406.09
2015-10-27,407.02
2015-10-28,406.42
2015-10-29,407.17
2015-10-30,406.45
2015-10-31,410.27
2015-11-01,416.41
2015-11-02,410.85
2015-11-03,411.29
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-07,
2015-11-08,
2015-11-09,413.24
2015-11-10,413.15
2015-11-11,
2015-11-12,
2015-11-13,409.99
2015-11-14,409.99
2015-11-15,406.14
2015-11-16,
2015-11-17,
2015-11-18,420.68
2015-11-19,417.04
2015-11-20,
2015-11-21,
2015-11-22,
2015-11-23,
2015-11-24,430.3
2015-11-25,406.65
2015-11-26,408.01
2015-11-27,409.27
2015-11-28,419.74
2015-11-29,416.12
2015-11-30,419.94
2015-12-01,
2015-12-02,
2015-12-03,412.9
2015-12-04,408.97
2015-12-05,412.99
2015-12-06,414.57
2015-12-07,
2015-12-08,412.82
2015-12-09,
2015-12-10,
2015-12-11,
2015-12-12,415.65
2015-12-13,
2015-12-14,
2015-12-15,415.93
2015-12-16,409.36
2015-12-17,410.27
2015-12-18,416.41
2015-12-19,
2015-12-20,
2015-12-21,
2015-12-22,436.44
2015-12-23,
2015-12-24,414.59
2015-12-25,407.57
2015-12-26,
2015-12-27,
2015-12-28,411.38
2015-12-29,424.66
2015-12-30,423.87
2015-12-31,421.44
2016-01-01,415.67
2016-01-02,414.74
2016-01-03,426.23
2016-01-04,420.28
2016-01-05,
2016-01-06,419.35
2016-01-07,411.54
2016-01-08,412.35
2016-01-09,411.08
2016-01-10,415.58
2016-01-11,410.95
2016-01-12,409.2
2016-01-13,410.1
2016-01-14,415.21
2016-01-15,425.62
2016-01-16,424.62
2016-01-17,
2016-01-18,410
2016-01-19,409.33
2016-01-20,416.78
2016-01-21,
2016-01-22,
2016-01-23,409.82
2016-01-24,410.8
2016-01-25,413.85
2016-01-26,418.65
2016-01-27,418.79
2016-01-28,422.84
2016-01-29,
2016-01-30,416.86
2016-01-31,410.82
2016-02-01,411.46
2016-02-02,412.07
2016-02-03,414.93
2016-02-04,414.14
2016-02-05,410.67
2016-02-06,413.25
2016-02-07,414.79
2016-02-08,416.7
2016-02-09,410.68
2016-02-10,414.33
2016-02-11,420.29
2016-02-12,412.71
2016-02-13,
2016-02-14,413.67
2016-02-15,410.7
2016-02-16,411.46
2016-02-17,410.35
2016-02-18,412.42
2016-02-19,
2016-02-20,411.29
2016-02-21,411.14
2016-02-22,415.96
2016-02-23,411.29
2016-02-24,411.08
2016-02-25,413.52
2016-02-26,419.97
2016-02-27,
2016-02-28,
2016-02-29,412.04
2016-03-01,411.11
2016-03-02,412.19
2016-03-03,410.84
2016-03-04,415.29
2016-03-05,412.58
2016-03-06,
2016-03-07,426.93
2016-03-08,
2016-03-09,413.78
2016-03-10,413.75
2016-03-11,412.73
2016-03-12,413.8
2016-03-13,418.79
2016-03-14,417.53
2016-03-15,411.12
2016-03-16,417.22
2016-03-17,
2016-03-18,
2016-03-19,418.16
2016-03-20,418.85
2016-03-21,417.74
2016-03-22,416.63
2016-03-23,415.86
2016-03-24,415.48
2016-03-25,414.85
2016-03-26,414.25
2016-03-27,414.71
2016-03-28,416.83
2016-03-29,417.93
2016-03-30,421.89
2016-03-31,
2016-04-01,
2016-04-02,421.98
2016-04-03,
2016-04-04,418.96
2016-04-05,413.55
2016-04-06,
2016-04-07,415.59
2016-04-08,415.96
2016-04-09,418.8
2016-04-10,
2016-04-11,
2016-04-12,421.01
2016-04-13,
2016-04-14,415.55
2016-04-15,
2016-04-16,
2016-04-17,418.45
2016-04-18,417.55
2016-04-19,417.3
2016-04-20,419.7
2016-04-21,
2016-04-22,418.86
2016-04-23,
2016-04-24,
2016-04-25,
2016-04-26,
2016-04-27,414.57
2016-04-28,418.31
2016-04-29,418.48
2016-04-30,417.54
2016-05-01,415.06
2016-05-02,415
2016-05-03,413.54
2016-05-04,412.72
2016-05-05,
2016-05-06,
2016-05-07,
2016-05-08,
2016-05-09,
2016-05-10,
2016-05-11,
2016-05-12,
2016-05-13,
2016-05-14,
2016-05-15,
2016-05-16,
2016-05-17,
2016-05-18,
2016-05-19,
2016-05-20,
2016-05-21,
2016-05-22,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,
2016-05-27,
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,
2016-06-01,
2016-06-02,
2016-06-03,
2016-06-04,
2016-06-05,
2016-06-06,
2016-06-07,
2016-06-08,
2016-06-09,
2016-06-10,
2016-06-11,
2016-06-12,
2016-06-13,
2016-06-14,
2016-06-15,
2016-06-16,
2016-06-17,
2016-06-18,
2016-06-19,
2016-06-20,
2016-06-21,
2016-06-22,
2016-06-23,
2016-06-24,
2016-06-25,397.66
2016-06-26,398.24
2016-06-27,403.96
2016-06-28,404.61
2016-06-29,
2016-06-30,406.35
2016-07-01,
2016-07-02,406.74
2016-07-03,405.74
2016-07-04,415.99
2016-07-05,409.08
2016-07-06,399.23
2016-07-07,
2016-07-08,
2016-07-09,
2016-07-10,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-16,399.33
2016-07-17,394.75
2016-07-18,
2016-07-19,
2016-07-20,
2016-07-21,
2016-07-22,
2016-07-23,
2016-07-24,
2016-07-25,408.52
2016-07-26,404.81
2016-07-27,401.2
2016-07-28,408.91
2016-07-29,407.33
2016-07-30,405.19
2016-07-31,
2016-08-01,
2016-08-02,
2016-08-03,
2016-08-04,
2016-08-05,
2016-08-06,
2016-08-07,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-13,
2016-08-14,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,
2016-08-20,
2016-08-21,
2016-08-22,
2016-08-23,396.99
2016-08-24,
2016-08-25,
2016-08-26,
2016-08-27,
2016-08-28,
2016-08-29,
2016-08-30,
2016-08-31,
2016-09-01,
2016-09-02,
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,
2016-09-07,
2016-09-08,
2016-09-09,
2016-09-10,
2016-09-11,
2016-09-12,
2016-09-13,
2016-09-14,410.27
2016-09-15,
2016-09-16,
2016-09-17,
2016-09-18,407.45
2016-09-19,407.69
2016-09-20,404.83
2016-09-21,407.2
2016-09-22,406.75
2016-09-23,
2016-09-24,
2016-09-25,
2016-09-26,
2016-09-27,
2016-09-28,
2016-09-29,
2016-09-30,
2016-10-01,
2016-10-02,
2016-10-03,407.69
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,417.04
2016-10-08,410.25
2016-10-09,407.3
2016-10-10,410.07
2016-10-11,
2016-10-12,
2016-10-13,
2016-10-14,
2016-10-15,
2016-10-16,
2016-10-17,
2016-10-18,
2016-10-19,
2016-10-20,
2016-10-21,418.24
2016-10-22,422.56
2016-10-23,415.66
2016-10-24,414.75
2016-10-25,414.15
2016-10-26,
2016-10-27,426.39
2016-10-28,416.09
2016-10-29,
2016-10-30,
2016-10-31,408.96
2016-11-01,408.19
2016-11-02,412.2
2016-11-03,416.01
2016-11-04,419.9
2016-11-05,417.84
2016-11-06,419.71
2016-11-07,419.73
2016-11-08,413.79
2016-11-09,416.96
2016-11-10,
2016-11-11,418.76
2016-11-12,417.78
2016-11-13,417.38
2016-11-14,
2016-11-15,
2016-11-16,
2016-11-19,422.4
2016-11-20,
2016-11-21,
2016-11-22,411.79
2016-11-23,
2016-11-24,413.29
2016-11-25,421.38
2016-11-26,422.6
2016-11-27,421.57
2016-11-28,411.97
2016-11-29,
2016-11-30,
2016-12-01,413.7
2016-12-02,418.76
2016-12-03,
2016-12-04,
2016-12-05,421.23
2016-12-06,412.59
2016-12-07,420.25
2016-12-08,
2016-12-09,
2016-12-10,
2016-12-11,
2016-12-12,
2016-12-13,
2016-12-14,413.23
2016-12-15,411.74
2016-12-16,
2016-12-17,413.55
2016-12-18,413.88
2016-12-19,414.95
2016-12-20,
2016-12-21,
2016-12-22,
2016-12-23,
2016-12-24,
2016-12-26,
2016-12-27,414.64
2016-12-28,
2016-12-29,414.42
2016-12-30,417.86
2016-12-31,420.93
2017-01-01,420.04
2017-01-02,424.01
2017-01-03,
2017-01-04,426.76
2017-01-05,
2017-01-06,415.38
2017-01-07,
2017-01-08,421.46
2017-01-09,416.53
2017-01-10,413.46
2017-01-11,
2017-01-12,418.33
2017-01-13,414.06
2017-01-14,413.86
2017-01-15,415.51
2017-01-16,
2017-01-17,
2017-01-18,430.04
2017-01-19,
2017-01-20,414.67
2017-01-21,416.9
2017-01-22,414.71
2017-01-23,414.74
2017-01-24,415.54
2017-01-25,
2017-01-26,423.89
2017-01-27,412.69
2017-01-28,422.11
2017-01-29,
2017-01-30,415.47
2017-01-31,
2017-02-01,414.58
2017-02-02,414.64
2017-02-03,418.13
2017-02-04,
2017-02-05,
2017-02-06,414.71
2017-02-07,
2017-02-08,414.21
2017-02-09,413.23
2017-02-10,414.92
2017-02-11,415.15
2017-02-12,414.65
2017-02-13,415.29
2017-02-14,416.35
2017-02-15,414.48
2017-02-16,414.92
2017-02-17,414.52
2017-02-18,414.74
2017-02-19,417.71
2017-02-20,415.02
2017-02-21,
2017-02-22,
2017-02-23,414.28
2017-02-24,415.76
2017-02-25,420.75
2017-02-26,422.56
2017-02-27,418.25
2017-02-28,417.77
2017-03-01,
2017-03-02,416.1
2017-03-03,417.05
2017-03-04,
2017-03-05,
2017-03-06,417.32
2017-03-07,416.05
2017-03-08,416.07
2017-03-09,417.28
2017-03-10,415.85
2017-03-11,
2017-03-12,425.19
2017-03-13,419.9
2017-03-14,416.74
2017-03-15,416.38
2017-03-16,417.16
2017-03-17,418.77
2017-03-18,422.45
2017-03-19,
2017-03-20,
2017-03-21,418.41
2017-03-22,417.78
2017-03-23,419.51
2017-03-24,
2017-03-25,416.16
2017-03-26,417.77
2017-03-27,426.29
2017-03-28,425.74
2017-03-29,
2017-03-30,417.53
2017-03-31,421.61
2017-04-01,423.9
2017-04-02,423.55
2017-04-03,426.02
2017-04-04,419.21
2017-04-05,415.01
2017-04-06,416.51
2017-04-07,
2017-04-08,423.92
2017-04-09,422.31
2017-04-10,418.42
2017-04-11,420.5
2017-04-12,415.33
2017-04-13,415.33
2017-04-14,415.3
2017-04-15,416.8
2017-04-16,416.9
2017-04-17,
2017-04-18,418.33
2017-04-19,417.01
2017-04-20,421.18
2017-04-21,418.65
2017-04-22,421.32
2017-04-23,419.35
2017-04-24,418.32
2017-04-25,418.35
2017-04-26,
2017-04-27,418.68
2017-04-28,423.57
2017-04-29,422.45
2017-04-30,429.89
2017-05-01,
2017-05-02,
2017-05-03,
2017-05-04,
2017-05-05,417.81
2017-05-06,414.58
2017-05-07,412.35
2017-05-08,415.4
2017-05-09,
2017-05-10,413.36
2017-05-11,421.49
2017-05-12,415.66
2017-05-13,415.57
2017-05-14,415.38
2017-05-15,414.52
2017-05-16,415.43
2017-05-17,
2017-05-18,
2017-05-19,415.88
2017-05-20,412.84
2017-05-21,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,413.4
2017-05-26,412.37
2017-05-27,414.39
2017-05-28,414.8
2017-05-29,411.42
2017-05-30,410.48
2017-05-31,410.57
2017-06-01,413.75
2017-06-02,410.73
2017-06-03,410.05
2017-06-04,410.11
2017-06-05,415.88
2017-06-06,
2017-06-07,
2017-06-08,
2017-06-09,419.38
2017-06-10,
2017-06-11,
2017-06-12,418.45
2017-06-13,
2017-06-14,
2017-06-15,408.22
2017-06-16,411.22
2017-06-17,407.57
2017-06-18,406
2017-06-19,405.37
2017-06-20,
2017-06-21,406.17
2017-06-22,406.96
2017-06-23,
2017-06-24,
2017-06-25,
2017-06-26,
2017-06-27,
2017-06-28,409.77
2017-06-29,413.65
2017-06-30,
2017-07-01,411.29
2017-07-02,410.22
2017-07-03,409.02
2017-07-04,411.97
2017-07-05,417.74
2017-07-06,
2017-07-07,413.52
2017-07-08,410.13
2017-07-09,414.12
2017-07-10,411.17
2017-07-11,409.83
2017-07-12,
2017-07-13,415.08
2017-07-14,
2017-07-15,410.14
2017-07-16,408.31
2017-07-17,409.75
2017-07-18,410.55
2017-07-19,
2017-07-20,
2017-07-21,421.24
2017-07-22,414.8
2017-07-23,413.71
2017-07-24,419.31
2017-07-25,
2017-07-26,
2017-07-27,
2017-07-28,400.74
2017-07-29,
2017-07-30,
2017-07-31,
2017-08-01,
2017-08-02,
2017-08-03,
2017-08-04,
2017-08-05,
2017-08-06,
2017-08-07,
2017-08-08,408.5
2017-08-09,
2017-08-10,
2017-08-11,
2017-08-12,
2017-08-13,
2017-08-14,408.79
2017-08-15,
2017-08-16,409.71
2017-08-17,402.28
2017-08-18,
2017-08-19,
2017-08-20,
2017-08-21,408.22
2017-08-22,408.06
2017-08-23,408.37
2017-08-24,407.67
2017-08-25,
2017-08-26,397.79
2017-08-27,
2017-08-28,
2017-08-29,
2017-08-30,
2017-08-31,
2017-09-01,
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,
2017-09-06,
2017-09-07,405.39
2017-09-08,410.98
2017-09-09,
2017-09-10,
2017-09-11,
2017-09-12,403.35
2017-09-13,401.82
2017-09-14,
2017-09-15,398.9
2017-09-16,399.47
2017-09-17,406.99
2017-09-18,403.16
2017-09-19,
2017-09-20,
2017-09-21,
2017-09-22,
2017-09-23,
2017-09-24,411.89
2017-09-25,
2017-09-27,
2017-09-28,
2017-09-29,406.93
2017-09-30,410.56
2017-10-01,413.49
2017-10-02,
2017-10-03,
2017-10-04,414.01
2017-10-05,412.32
2017-10-06,409.88
2017-10-07,
2017-10-08,
2017-10-09,
2017-10-10,
2017-10-11,415.92
2017-10-12,
2017-10-13,
2017-10-14,
2017-10-15,411.8
2017-10-16,414.38
2017-10-17,
2017-10-18,410.84
2017-10-19,412.83
2017-10-20,
2017-10-21,
2017-10-22,412.87
2017-10-23,
2017-10-24,419.17
2017-10-25,415.33
2017-10-26,
2017-10-27,
2017-10-28,
2017-10-29,413.2
2017-10-30,410.04
2017-10-31,416.37
2017-11-01,412.48
2017-11-02,413.97
2017-11-03,412.68
2017-11-04,416.58
2017-11-05,417.89
2017-11-06,418.5
2017-11-07,418.98
2017-11-08,415.87
2017-11-09,
2017-11-10,419.37
2017-11-11,412.98
2017-11-12,415.44
2017-11-13,
2017-11-14,
2017-11-15,
2017-11-16,
2017-11-17,
2017-11-18,413.92
2017-11-19,418.8
2017-11-20,418.85
2017-11-21,
2017-11-22,416.16
2017-11-23,413.55
2017-11-24,
2017-11-25,
2017-11-26,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,412.35
2017-12-01,416.25
2017-12-02,421.05
2017-12-03,423.96
2017-12-04,416.6
2017-12-05,419.07
2017-12-06,
2017-12-07,
2017-12-08,416.09
2017-12-09,424.62
2017-12-10,418.34
2017-12-11,417.95
2017-12-12,419.9
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-16,
2017-12-17,
2017-12-18,417.67
2017-12-19,416.23
2017-12-20,
2017-12-21,
2017-12-22,420.83
2017-12-23,422.2
2017-12-24,422.77
2017-12-25,414.23
2017-12-26,415.16
2017-12-27,415.82
2017-12-28,
2017-12-29,434.23
2017-12-30,430.08
2017-12-31,418.21
2018-01-01,421.27
2018-01-02,424.1
2018-01-03,416.86
2018-01-04,
2018-01-05,416.79
2018-01-06,417.37
2018-01-07,431.45
2018-01-08,
2018-01-09,415.59
2018-01-10,418.09
2018-01-11,418.55
2018-01-12,
2018-01-13,
2018-01-17,
2018-01-18,
2018-01-19,422.53
2018-01-20,
2018-01-21,
2018-01-22,
2018-01-23,415.94
2018-01-24,417.36
2018-01-25,
2018-01-26,415.52
2018-01-27,
2018-01-28,418.96
2018-01-29,415.35
2018-01-30,416.83
2018-01-31,
2018-02-01,
2018-02-02,420.39
2018-02-03,416.62
2018-02-04,417.16
2018-02-05,418.96
2018-02-06,417.31
2018-02-07,420.82
2018-02-08,
2018-02-09,424.32
2018-02-10,418.05
2018-02-11,417.34
2018-02-12,415.85
2018-02-13,415.04
2018-02-14,419.36
2018-02-15,
2018-02-16,417.75
2018-02-17,416.48
2018-02-18,
2018-02-19,
2018-02-20,421.6
2018-02-21,417.63
2018-02-22,416.55
2018-02-23,429
2018-02-24,
2018-02-25,418.92
2018-02-26,
2018-02-27,422.56
2018-02-28,
2018-03-01,421.18
2018-03-02,
2018-03-03,416.24
2018-03-04,418.89
2018-03-05,423.49
2018-03-06,
2018-03-07,
2018-03-08,424.91
2018-03-09,420.18
2018-03-10,417.11
2018-03-11,425.08
2018-03-12,427.43
2018-03-13,415.52
2018-03-14,413.53
2018-03-15,417.09
2018-03-16,420.77
2018-03-17,422.62
2018-03-18,
2018-03-19,426.46
2018-03-20,418.63
2018-03-21,420.39
2018-03-22,422.31
2018-03-23,425.01
2018-03-24,430.69
2018-03-25,433.15
2018-03-26,429.73
2018-03-27,427.17
2018-03-28,419.31
2018-03-29,
2018-03-30,424.15
2018-03-31,
2018-04-01,419.23
2018-04-02,416.75
2018-04-03,416.01
2018-04-04,
2018-04-05,424.17
2018-04-06,421.78
2018-04-07,417.98
2018-04-08,420.99
2018-04-09,
2018-04-10,417.02
2018-04-11,421.31
2018-04-12,420.46
2018-04-13,422.01
2018-04-14,423.19
2018-04-15,420.37
2018-04-16,420.16
2018-04-17,424.76
2018-04-18,418.7
2018-04-19,420.19
2018-04-20,417.95
2018-04-21,
2018-04-22,
2018-04-23,423.84
2018-04-24,421.37
2018-04-25,
2018-04-26,422.73
2018-04-27,418.42
2018-04-28,421.18
2018-04-29,424.28
2018-04-30,422.92
2018-05-01,
2018-05-02,
2018-05-03,420.42
2018-05-04,417.87
2018-05-05,417.81
2018-05-06,426.97
2018-05-07,
2018-05-08,416.63
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-12,
2018-05-13,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,414.43
2018-05-18,414.19
2018-05-19,421.27
2018-05-20,413.29
2018-05-21,417.71
2018-05-22,421.93
2018-05-23,418.89
2018-05-24,419.12
2018-05-25,418.19
2018-05-26,
2018-05-27,416.27
2018-05-28,
2018-05-29,
2018-05-30,
2018-05-31,417.09
2018-06-01,
2018-06-02,
2018-06-03,
2018-06-04,414.55
2018-06-05,
2018-06-06,413.83
2018-06-07,411.95
2018-06-08,413.64
2018-06-09,
2018-06-10,
2018-06-11,
2018-06-12,410.87
2018-06-13,
2018-06-14,
2018-06-15,412.1
2018-06-16,411.36
2018-06-17,
2018-06-18,
2018-06-19,
2018-06-20,411.45
2018-06-21,414.63
2018-06-22,
2018-06-23,409.58
2018-06-24,416.89
2018-06-25,
2018-06-26,416.83
2018-06-27,416.35
2018-06-28,413.01
2018-06-29,416.05
2018-06-30,
2018-07-01,
2018-07-02,
2018-07-03,
2018-07-04,412.29
2018-07-05,
2018-07-06,
2018-07-07,409.06
2018-07-08,
2018-07-09,418.4
2018-07-10,416.94
2018-07-11,415.63
2018-07-12,414.93
2018-07-13,410.47
2018-07-14,410.35
2018-07-15,410.37
2018-07-16,409.7
2018-07-17,410.48
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-21,
2018-07-22,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,409.1
2018-07-27,
2018-07-28,
2018-07-29,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,412.47
2018-08-03,
2018-08-04,415.62
2018-08-05,411.1
2018-08-06,408.18
2018-08-07,
2018-08-08,
2018-08-09,409.86
2018-08-10,
2018-08-11,
2018-08-12,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,395.47
2018-08-18,401.88
2018-08-19,
2018-08-20,400.19
2018-08-21,404.73
2018-08-22,
2018-08-23,412.38
2018-08-24,411.97
2018-08-25,403.63
2018-08-26,
2018-08-27,
2018-08-28,407.53
2018-08-29,407.72
2018-08-30,407.09
2018-08-31,404.68
2018-09-01,401.36
2018-09-02,406.46
2018-09-03,412.8
2018-09-04,407.51
2018-09-05,406.76
2018-09-06,406.11
2018-09-07,402.85
2018-09-08,
2018-09-09,402.78
2018-09-10,402.74
2018-09-11,399.59
2018-09-12,403.69
2018-09-13,
2018-09-14,410.09
2018-09-15,419.37
2018-09-16,
2018-09-17,402.75
2018-09-18,
2018-09-19,
2018-09-20,416.36
2018-09-21,414.49
2018-09-22,410.38
2018-09-23,
2018-09-24,411.01
2018-09-25,412.16
2018-09-26,412.16
2018-09-27,411.22
2018-09-28,411.53
2018-09-29,417.06
2018-09-30,410.39
2018-10-01,414.26
2018-10-02,414.12
2018-10-03,
2018-10-04,
2018-10-05,417.62
2018-10-06,413.87
2018-10-07,407.55
2018-10-08,
2018-10-09,
2018-10-10,412.99
2018-10-11,415.38
2018-10-12,415.95
2018-10-13,
2018-10-14,
2018-10-15,
2018-10-16,
2018-10-17,416.12
2018-10-18,
2018-10-19,420.42
2018-10-20,
2018-10-21,
2018-10-22,
2018-10-23,418.91
2018-10-24,414.23
2018-10-25,
2018-10-26,415.92
2018-10-27,412.62
2018-10-28,412.83
2018-10-29,413.26
2018-10-30,418.27
2018-10-31,
2018-11-01,418.42
2018-11-02,
2018-11-03,
2018-11-04,
2018-11-05,427.48
2018-11-06,434.6
2018-11-07,
2018-11-08,430.95
2018-11-09,422.48
2018-11-10,430.17
2018-11-11,
2018-11-12,417.18
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-17,
2018-11-18,429.99
2018-11-19,422.41
2018-11-20,
2018-11-21,
2018-11-22,417.56
2018-11-23,421.19
2018-11-24,425.2
2018-11-25,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-01,
2018-12-02,426.65
2018-12-03,422.51
2018-12-04,418.78
2018-12-05,
2018-12-06,
2018-12-07,415.01
2018-12-08,
2018-12-09,
2018-12-10,
2018-12-11,
2018-12-12,416.98
2018-12-13,417.83
2018-12-14,418.73
2018-12-15,
2018-12-16,
2018-12-17,420.47
2018-12-18,415.65
2018-12-19,430.05
2018-12-20,
2018-12-21,
2018-12-22,
2018-12-23,418.12
2018-12-24,417.97
2018-12-25,
2018-12-26,
2018-12-27,416.08
2018-12-28,417.72
2018-12-29,416.54
2018-12-30,
2018-12-31,
2019-01-01,417.6787
2019-01-02,418.45947
2019-01-03,
2019-01-04,
2019-01-05,
2019-01-06,
2019-01-07,424.90384
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-12,
2019-01-13,
2019-01-15,
2019-01-16,419.25024
2019-01-17,424.86851
2019-01-18,431.83728
2019-01-20,418.57821
2019-01-21,421.50317
2019-01-22,427.37589
2019-01-23,
2019-01-24,417.462
2019-01-25,419.52935
2019-01-26,418.99606
2019-01-27,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,420.85093
2019-02-02,425.38603
2019-02-03,427.47126
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,419.09608
2019-02-08,419.65647
2019-02-09,419.5402
2019-02-10,
2019-02-11,420.94219
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-16,425.83452
2019-02-17,419.53
2019-02-18,
2019-02-19,
2019-02-20,429.85866
2019-02-21,426.51828
2019-02-22,
2019-02-23,
2019-02-24,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-02,
2019-03-03,
2019-03-07,420.32748
2019-03-08,420.83334
2019-03-09,
2019-03-10,
2019-03-11,420.49653
2019-03-12,424.40167
2019-03-13,420.35954
2019-03-14,421.7203
2019-03-15,
2019-03-16,421.3159
2019-03-17,420.77323
2019-03-18,
2019-03-19,421.1736
2019-03-20,
2019-03-21,422.04679
2019-03-22,419.27706
2019-03-23,420.64747
2019-03-24,420.03317
2019-03-25,420.49137
2019-03-26,426.85678
2019-03-27,426.86242
2019-03-28,424.34173
2019-03-29,426.54319
2019-03-30,422.04422
2019-03-31,419.68762
2019-04-01,420.96713
2019-04-02,420.6181
2019-04-03,421.20205
2019-04-04,420.30835
2019-04-05,419.56061
2019-04-06,
2019-04-07,
2019-04-08,420.98848
2019-04-09,422.92777
2019-04-10,423.35473
2019-04-11,424.29147
2019-04-12,423.7137
2019-04-13,
2019-04-14,
2019-04-15,420.48195
2019-04-16,422.90518
2019-04-17,420.23654
2019-04-18,418.13425
2019-04-19,
2019-04-20,
2019-04-21,420.12335
2019-04-22,
2019-04-24,
2019-04-25,424.8967
2019-04-26,422.92943
2019-04-27,
2019-04-28,
2019-04-29,
2019-04-30,
2019-05-01,423.86617
2019-05-02,421.80847
2019-05-03,427.89171
2019-05-04,
2019-05-05,
2019-05-06,
2019-05-07,
2019-05-08,420.92295
2019-05-09,419.61296
2019-05-10,418.75662
2019-05-11,
2019-05-12,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-18,417.38848
2019-05-19,
2019-05-20,419.57503
2019-05-21,419.14199
2019-05-22,425.7005
2019-05-23,
2019-05-24,
2019-05-25,421.98311
2019-05-26,
2019-05-27,417.9738
2019-05-28,415.15114
2019-05-29,423.18392
2019-05-30,423.72674
2019-05-31,415.84399
2019-06-01,416.53189
2019-06-02,
2019-06-03,416.00746
2019-06-04,
2019-06-05,416.14918
2019-06-06,
2019-06-07,
2019-06-08,
2019-06-09,417.42918
2019-06-10,414.49427
2019-06-11,420.25696
2019-06-12,415.49379
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,416.07498
2019-06-18,415.54863
2019-06-19,414.68426
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,415.91404
2019-07-01,
2019-07-02,415.62463
2019-07-03,412.82031
2019-07-04,
2019-07-05,
